Product Supplier ID,Product Category,Supplier Office,Product Description,Contact Name,Company,Address 1,Address 2,City,Prov/State,Zip/Postal,Country,Phone,Fax,Email,Web,Represents,Affiliation
1685,100,1,AIRLINE CONSOLIDATORS,Ms. Jackie Chung,JADE TOURS,2020 University St,Suite 417,Montreal,PQ,H3A 2A5, ,5142863837,5142869039, , , , 
1685,100,2,AIRLINE CONSOLIDATORS,Albert Nunes,JADE TOURS,3190 Steeles Ave E,Suite 110,Markham,ON,L3R 1G9, ,9059489483,9059488393, , , ,ACTAPGY
1685,500,1,TOUR OPERATORS/WHOLESALES,Ms. Jackie Chung,JADE TOURS,2020 University St,Suite 417,Montreal,PQ,H3A 2A5, ,5142863837,5142869039, , , , 
1685,500,2,TOUR OPERATORS/WHOLESALES,Albert Nunes,JADE TOURS,3190 Steeles Ave E,Suite 110,Markham,ON,L3R 1G9, ,9059489483,9059488393, , , ,ACTAPGY
1693,150,1,AIRLINES,Joseph Sheu,JAPAN AIRLINES,777 Hornby St, ,Vancouver,BC,V6Z 1S4, ,6046067715,6046067704, , , ,ACTAPGY
1713,100,1,AIRLINE CONSOLIDATORS,Kenny Lee,JETPACIFIC HOLIDAYS INC,120-8877 Odlin Cres, ,Richmond,BC,V6X 3Z7, ,6042148932,6042148933,jetpac@infoserve.net, , ,ACTAPGY
1713,150,1,AIRLINES,Kenny Lee,JETPACIFIC HOLIDAYS INC,120-8877 Odlin Cres, ,Richmond,BC,V6X 3Z7, ,6042148932,6042148933,jetpac@infoserve.net, , ,ACTAPGY
1713,151,1,AIRLINES, ,BANGKOK AIRWAYS, , , , , , ,,, , ,JETPACIFIC HOLIDAYS INC, 
1713,300,1,CRUISE LINES,Kenny Lee,JETPACIFIC HOLIDAYS INC,120-8877 Odlin Cres, ,Richmond,BC,V6X 3Z7, ,6042148932,6042148933,jetpac@infoserve.net, , ,ACTAPGY
1713,301,1,CRUISE LINES, ,BALI HAI CRUISES - BALI, , , , , , ,,, , ,JETPACIFIC HOLIDAYS INC, 
1713,302,1,CRUISE LINES, ,STAR CRUISES - SINGAPORE, , , , , , ,,, , ,JETPACIFIC HOLIDAYS INC, 
1713,500,1,TOUR OPERATORS/WHOLESALES,Kenny Lee,JETPACIFIC HOLIDAYS INC,120-8877 Odlin Cres, ,Richmond,BC,V6X 3Z7, ,6042148932,6042148933,jetpac@infoserve.net, , ,ACTAPGY
1718,550,1,TRAVEL INSURANCE,Razia Rais,INGLE HEALTH SANTE,438 University,Suite 1200,Toronto,ON,M5G 2K8, ,4163408115,4163402707, , , ,ACTAPGY
1719,500,1,TOUR OPERATORS/WHOLESALES,Gregoire Derchanessian,JOLIVAC INC,1805 Sauve W,Suite 209,Montreal,PQ,H4N 3B8, ,5143366600,5143367191, , , ,ACTANEW
1723,500,1,TOUR OPERATORS/WHOLESALES,Candy Bannon,JONVIEW CANADA INC,1300 Yonge St,Suite 800,Toronto,ON,M4T 1X3, ,4163239090,4163233980, , , ,PGY
1749,100,1,AIRLINE CONSOLIDATORS,Brian VanKoughnett,KENTOURS,294 Queen St. W, ,Toronto,ON,M5W 2A1, ,4165930837,4165930604,kentours@nergy.com,http://www.nergy.com/Kentours/, , 
1749,500,1,TOUR OPERATORS/WHOLESALES,Brian VanKoughnett,KENTOURS,294 Queen St. W, ,Toronto,ON,M5W 2A1, ,4165930837,4165930604,kentours@nergy.com,http://www.nergy.com/Kentours/, , 
1756,500,1,TOUR OPERATORS/WHOLESALES,Lois MacLeod,ADVANTAGE KEYSTONE TRAVEL & CRUISES LTD,101 McIntyre St W,First Fl,North Bay,ON,P1B 2Y5, ,7054725953,7054956473, , , ,PGY
1766,150,1,AIRLINES,Chris Rivers,KLM ROYAL DUTCH AIRLINES,777 Bay St,Suite 2501,Toronto,ON,M5G 2C8, ,4162045151,4162049708, , , ,ACTAPGY
1766,151,1,AIRLINES, ,NORTHWEST AIRLINES & KLM ROYAL DUTCH AIRLINES (NW/KL), , , , , , ,,, , ,KLM ROYAL DUTCH AIRLINES, 
1777,150,1,AIRLINES,Rick Szurkowski,KOREAN AIR,55 University Ave, ,Toronto,ON,M5J 2H7, ,4168628381,4168622105, , , ,ACTAPGY
1782,150,1,AIRLINES,Jagdish Lal,KUWAIT AIRWAYS CORPORATION,77 Bloor St. W,Suite 1504,Toronto,ON,M5S 1M2, ,4169261275,4169261760, , , ,PGY
1784,350,1,HOTEL REPS & CHAINS IN CANADA,Lillian Day,RESORT TO THE BEST INC,234 Eglinton Ave E,Suite 300,Toronto,ON,M4P 1K5, ,4163227824,4163227381,resorttothebest@msn.com,http://www.resorttothebest.com, ,PGY
1793,300,1,CRUISE LINES,Jaime Milburn,LACURE ,Lacure House 275 Spadina Rd, ,Toronto,ON,M5R 2V3, ,4169686493,4169689435,info@lacure.com,http://www.lacure.com, ,PGY
1793,500,1,TOUR OPERATORS/WHOLESALES,Jaime Milburn,LACURE ,Lacure House 275 Spadina Rd, ,Toronto,ON,M5R 2V3, ,4169682374,4169689435,info@lacure.com,http://www.lacure.com, ,PGY
1793,600,1,YACHT & BOAT CHARTERS,Jaime Milburn,LACURE ,Lacure House 275 Spadina Rd, ,Toronto,ON,M5R 2V3, ,4169686493,4169689435,info@lacure.com,http://www.lacure.com, ,PGY
1814,500,1,TOUR OPERATORS/WHOLESALES,R. Gallegos,LAWSON TOURS,2 Carlton St.,Suite 620,Toronto,ON,M5B 1J2, ,4169773000,4169777782, , , ,PGY
1818,500,1,TOUR OPERATORS/WHOLESALES,Arno Reudelsdorff,NORTHWOOD TOURS INC.,PO Box 301, ,Toronto,ON,L3P 3J8, ,9052945882,9052948238,info@northwoodtours.com,http://www.northwoodtours.com, ,PGY
1842,500,1,TOUR OPERATORS/WHOLESALES,Lucille Sive,LION WORLD TOURS,1491 Yonge St,Suite 300,Toronto,ON,M4T 1Z4, ,4169205466,4169209560,lionwt@interlog.com, , ,PGY
1848,100,1,AIRLINE CONSOLIDATORS,Herbert Lee,LTA HOLIDAYS (CANADA) LTD,230-11181 Voyageur Way, ,Richmond,BC,V6X 3N9, ,6042071178,6042071179,ltaholidays@lynx.bc.ca, , , 
1848,500,1,TOUR OPERATORS/WHOLESALES,Herbert Lee,LTA HOLIDAYS (CANADA) LTD,230-11181 Voyageur Way, ,Richmond,BC,V6X 3N9, ,6042071178,6042071179,ltaholidays@lynx.bc.ca, , , 
1854,200,1,ATTRACTIONS,Ron Bonner,LONDON THEATRE TICKETS,96 Hawkland Circle NW, ,Calgary,AB,T3G 3R8, ,4035471004,4035471106, , , ,PGY
1858,150,1,AIRLINES,Wojciech Maciszewski,LOT POLISH AIRLINES S.A.,3300 Bloor St W,Suite 3080,Toronto,ON,M8X 2X3, ,4162367491,4162360433, , , ,ACTAPGY
1859,100,1,AIRLINE CONSOLIDATORS,Emile Habib,LOTUS HOLIDAYS,792 Kennedy Rd,Suite 202,Toronto (Scarborough),ON,M1K 2C8, ,4167517025,4167510608, , , ,PGY
1859,300,1,CRUISE LINES,Emile Habib,LOTUS HOLIDAYS,792 Kennedy Rd,Suite 202,Toronto (Scarborough),ON,M1K 2C8, ,4167517025,4167510608, , , ,PGY
1859,301,1,CRUISE LINES, ,NILE CRUISES, , , , , , ,,, , ,LOTUS HOLIDAYS, 
1859,500,1,TOUR OPERATORS/WHOLESALES,Emile Habib,LOTUS HOLIDAYS,792 Kennedy Rd,Suite 202,Toronto (Scarborough),ON,M1K 2C8, ,4167517025,4167510608, , , ,PGY
1864,150,1,AIRLINES,Torsten Berndt,LUFTHANSA GERMAN AIRLINES,26 Wellington St E 7th Fl, ,Toronto,ON,M5E 1S2, ,4163603600,4163603605, , , ,ACTAPGY
1887,500,1,TOUR OPERATORS/WHOLESALES,Linda Kellett,MAGNA HOLIDAYS,163 Buttermill Ave,Unit 3,Concord,ON,L4K 3X8, ,9057610936,9057610929, , , ,ACTA
1891,200,1,ATTRACTIONS,Heide Mathien,MAID OF THE MIST BOAT TOURS LTD,5920 River Rd,PO Box 808,Niagara Falls,ON,L2E 6V6, ,9053585781,9053588527, , , , 
1900,500,1,TOUR OPERATORS/WHOLESALES,Catherine Refalo,MALTOURS LIMITED,1 St. Johns Rd,Suite 302,Toronto,ON,M6P 4C7, ,4167698262,4167699374, , , ,PGY
1901,350,1,HOTEL REPS & CHAINS IN CANADA,Jana Vida,MANDARIN ORIENTAL HOTEL GROUP,11835 W Olympic Blvd.,Suite 775,Los Angeles,CA,90064,USA,3104790570,3104790531, ,http://www.mandarin-oriental.com, , 
1908,500,1,TOUR OPERATORS/WHOLESALES,Fabian Tai,MARCO POLO TRAVEL CO LTD,120 Carlton St,Suite 401,Toronto,ON,M5A 4K2, ,4169626601,4169629703,mptravel@idirect.com, , ,PGY
1914,200,1,ATTRACTIONS, ,MARINELAND OF CANADA INC,8375 Stanley Ave, ,Niagara Falls,ON,L2E 6X8, ,9053569565,9053746652, ,http://www.marinelandcanada.com/, , 
1918,100,1,AIRLINE CONSOLIDATORS,Corinne Martin,MARKET SQUARE TOURS,273 Donald St, ,Winnipeg,MB,R3C 1M9, ,2049564279,2049490188,sales@gctc-mst.com,http://www.greatcanadiantravel.com, ,ACTAPGY
1918,500,1,TOUR OPERATORS/WHOLESALES,Corinne Martin,MARKET SQUARE TOURS,273 Donald St, ,Winnipeg,MB,R3C 1M9, ,2049564279,2049490188,sales@gctc-mst.com,http://www.greatcanadiantravel.com, ,ACTAPGY
1918,501,1,TOUR OPERATORS/WHOLESALES,Corinne Martin,THE GREAT CANADIAN TRAVEL COMPANY LTD,273 Donald St, ,Winnipeg,MB,R3C 1M9, ,2049490199,2049490188,sales@gctc-mst.com,http://www.greatcanadiantravel.com,MARKET SQUARE TOURS, 
1919,350,1,HOTEL REPS & CHAINS IN CANADA,Antonio Alonso,MARKETING AHEAD,433 Fifth Ave., ,New York,NY,10016,USA,2126869213,2126860271, , , ,PGY
1919,351,1,HOTEL REPS & CHAINS IN CANADA, ,PARADORES OF SPAIN, , , , , , ,,, , ,MARKETING AHEAD, 
1919,352,1,HOTEL REPS & CHAINS IN CANADA, ,POUSADAS OF PORTUGAL, , , , , , ,,, , ,MARKETING AHEAD, 
1921,350,1,HOTEL REPS & CHAINS IN CANADA,Sandra Scott,EMBASSY SUITES - TORONTO/MARKHAM,8500 Warden Ave, ,Markham,ON,L6G 1A5, ,9054708500,9054778611, ,http://www.embassy-suites.com/es/toron, ,PGY
2041,150,1,AIRLINES,S.R. Vale,MARTINAIR SERVICES,111 Richmond St W,Suite 909,Toronto,ON,M5H 2G4, ,4163643672,4163643886, , , ,ACTAPGY
2041,151,1,AIRLINES,S.R. Vale,MARTINAIR HOLLAND,111 Richmond St W,Suite 909,Toronto,ON,M5H 2G4, ,4163643672,4163643886, , ,MARTINAIR SERVICES,PGY
2041,500,1,TOUR OPERATORS/WHOLESALES,S.R. Vale,MARTINAIR SERVICES,111 Richmond St W,Suite 909,Toronto,ON,M5H 2G4, ,4163643672,4163643886, , , ,ACTAPGY
2049,350,1,HOTEL REPS & CHAINS IN CANADA,Paul Savelieff,MAUI & ALL ISLANDS CONDOMINIUMS,PO Box 1089, ,Aldergrove,BC,V4X 2B4, ,6048564187,6048564187,paul@mauiallislands.com,http://www.mauiallislands.com, ,ACTA
2049,500,1,TOUR OPERATORS/WHOLESALES,Paul Savelieff,MAUI & ALL ISLANDS CONDOMINIUMS,PO Box 1089, ,Aldergrove,BC,V4X 2B4, ,6048564187,6048564187,paul@mauiallislands.com,http://www.mauiallislands.com, ,ACTA
2056,400,1,MOTOR COACH TOUR OPERATORS,Regina McCarthy,MCCARTHY'S PARTY LTD,Topsail, ,Conception Bay,NF,A0A 3Y0, ,7097812244,7097812233,mccarthys.party@nf.sympatico.ca,http://www.newfoundland-tours.com, ,PGY
2056,500,1,TOUR OPERATORS/WHOLESALES,Regina McCarthy,MCCARTHY'S PARTY LTD,Topsail, ,Conception Bay,NF,A0A 3Y0, ,7097812244,7097812233,mccarthys.party@nf.sympatico.ca,http://www.newfoundland-tours.com, ,PGY
2080,500,1,TOUR OPERATORS/WHOLESALES,Andy Ling,CANADA ONE TRAVEL DMC,5-725 Corydon Ave, ,Winnipeg,MB,R3M 0W4, ,2042878228,2042878095,mail@canada-one.com,http://www.canada-one.com, ,ACTAPGY
2081,500,1,TOUR OPERATORS/WHOLESALES,Kenny Wong,MERIDIAN HOLIDAYS LTD,303-1177 W Hastings St, ,Vancouver,BC,V6E 2K3, ,6046889877,6046893828,info@meridianholidays.com,http://www.meridianholidays.com, ,ACTAPGY
2090,500,1,TOUR OPERATORS/WHOLESALES,Joan Peters,MEX-DEV DEVELOPMENT CORP.,2890 Leigh Rd, ,Victoria,BC,V9B 4G3, ,2503918888,2504746803,mexdev@ampsc.com,http://www.mexdev.com, ,ACTAPGY
2096,150,1,AIRLINES,Cherif Gemayal,MIDDLE EAST AIRLINES,1253 McGill College Ave,Suite 660,Montreal,PQ,H3B 2Y5, ,5149541464,5149541468, , , ,ACTAPGY
2099,100,1,AIRLINE CONSOLIDATORS,Amal Zaki,BALDWIN TRAVEL/DYNASTY TRAVEL,100 Adelaide St W,Suite 1403,Toronto,ON,M5H 1S3, ,4168631507,4168634999, , , , 
2099,100,2,AIRLINE CONSOLIDATORS,Chris Anderson Bahan,BALDWIN TRAVEL/DYNASTY TRAVEL,1170 Burnhamthorpe Rd W,Unit 23,Mississauga,ON,L5C 4E6, ,9052763800,9055667399, , , , 
2099,500,1,TOUR OPERATORS/WHOLESALES,Amal Zaki,BALDWIN TRAVEL/DYNASTY TRAVEL,100 Adelaide St W,Suite 1403,Toronto,ON,M5H 1S3, ,4168631507,4168634999, , , , 
2099,500,2,TOUR OPERATORS/WHOLESALES,Chris Anderson Bahan,BALDWIN TRAVEL/DYNASTY TRAVEL,1170 Burnhamthorpe Rd W,Unit 23,Mississauga,ON,L5C 4E6, ,9052763800,9055667399, , , , 
2107,200,1,ATTRACTIONS,Jo-Ann Chabot,MINTER GARDENS,PO Box 40, ,Chilliwack,BC,V2P 6H7, ,6047947191,6047928893, ,http://www.minter.org/, , 
2110,600,1,YACHT & BOAT CHARTERS,Liz Carmichael,CHARTER MISS TORONTO,264 Queen's Quay W,Box 506,Toronto,ON,M5J 1B5, ,4168610437,4163608975, ,http://www.chartermisstoronto.com, ,PGY
2118,350,1,HOTEL REPS & CHAINS IN CANADA,Fleurette Montpetit,MONTPETIT MARKETING SERVICES,24 Deanefield Crescent, ,Toronto,ON,M9B 3B3, ,4166953044,4166216399,fleurette@montpetit.com, , ,PGY
2123,100,1,AIRLINE CONSOLIDATORS,G. Moreno,MORENO TRAVEL,523 The Queensway,Suite 101,Toronto,ON,M8Y 1J7, ,4162525701,4162529783,info@moreno.on.ca,http://www.moreno.on.ca, ,PGY
2123,500,1,TOUR OPERATORS/WHOLESALES,G. Moreno,MORENO TRAVEL,523 The Queensway,Suite 101,Toronto,ON,M8Y 1J7, ,4162525701,4162529783,info@moreno.on.ca,http://www.moreno.on.ca, ,PGY
2131,500,1,TOUR OPERATORS/WHOLESALES,George Dimitrakopoulos,MR. TRAVEL,398 Danforth Ave, ,Toronto,ON,M4K 1P3, ,4164612424,4164655940,travel@mrtrvl.com,http://www.mrtrvl.com, ,PGY
2140,500,1,TOUR OPERATORS/WHOLESALES,Pat Nagel,NAGEL TOURS LTD,Edmonton Inn,11830 Kingsway Ave,Edmonton,AB,T5G 0X5, ,7804527345,7804786666, ,http://www.nageltours.com, ,PGY
2140,501,1,TOUR OPERATORS/WHOLESALES,Pat Nagel,OKANAGAN VALLEY WINE TRAIN,Edmonton Inn,11830 Kingsway Ave,Edmonton,AB,T5G 0X5, ,7804888725,7804827666, ,http://www.okanaganwinetrain.com,NAGEL TOURS LTD,PGY
2146,500,1,TOUR OPERATORS/WHOLESALES,Erle Nash,NASH TRAVEL & TOURS LTD.,7 Talbot St W,Box 460,Wheatley,ON,N0P 2P0, ,5198254543,5198254511,nashtours@hotmail.com, , ,PGY
2148,200,1,ATTRACTIONS,Francine Poirier,CANADA AVIATION MUSEUM,PO Box 9724,Stn T,Ottawa,ON,K1G 5A3, ,6139932010,6139903655,aviation@nmstc.ca,http://www.aviation.nmstc.ca, ,PGY
2151,200,1,ATTRACTIONS,France Faucher,NATIONAL GALLERY OF CANADA,380 Sussex Dr, ,Ottawa,ON,K1N 9N4, ,6139901938,6139909824, ,http://national.gallery.ca, , 
2193,200,1,ATTRACTIONS,Ev McTaggart,NIAGARA HELICOPTERS,3731 Victoria Ave,Box 636,Niagara Falls,ON,L2E 6V5, ,9053575672,9053742856,weflyyou@niagarahelicopters.com,http://www.niagara-helicopters.com, , 
2263,150,1,AIRLINES,Konstantinos Syrakos,OLYMPIC AIRWAYS,80 Bloor St W,Suite 503,Toronto,ON,M5S 2V1, ,4169647137,4169203686, , , ,ACTAPGY
2265,500,1,TOUR OPERATORS/WHOLESALES,Nick Panos,OMEGA TOURS INTERNATIONAL,3220 W Broadway, ,Vancouver,BC,V6K 2H4, ,6047383433,6047387101,info@oti.bc.ca, , ,ACTA
2266,500,1,TOUR OPERATORS/WHOLESALES,Mime Yu,NEW SKY TRAVEL,4390 Steeles Ave E,Unit B64 Box 141,Markham,ON,L3R 9V7, ,9054741616,9054740044,newsky1@attglobal.net, , ,PGY
2274,400,1,MOTOR COACH TOUR OPERATORS,Maureen J. Reynolds,ONTARIO NORTHLAND TRANS COMM,555 Oak St E, ,North Bay,ON,P1B 8L3, ,7054724500,7054765598,busrail@ontc.on.ca,http://www.ontc.on.ca, ,PGY
2275,450,1,RAILROADS,J. Cardoni,ONTARIO NORTHLAND TRANS COMM,555 Oak St E, ,North Bay,ON,P1B 8L3, ,7054724500,7054765598, , , ,PGY
2276,200,1,ATTRACTIONS,Phil Brace,ONTARIO PLACE,955 Lakeshore Blvd W, ,Toronto,ON,M6K 3B9, ,4163149933,4163149989,groupsales@ontarioplace.com,http://www.ontarioplace.com, ,PGY
2277,200,1,ATTRACTIONS,Nicole Papineau,ONTARIO SCIENCE CENTRE,770 Don Mills Rd, ,Toronto,ON,M3C 1T3, ,4164294100,4166963161, , , ,PGY
2285,500,1,TOUR OPERATORS/WHOLESALES,Kellog Fung,ORIENT PACIFIC TOURS LTD.,288-2735 E Hastings St, ,Vancouver,BC,V5K 1Z8, ,6046696959,6046888997, , , ,PGY
2337,400,1,MOTOR COACH TOUR OPERATORS,Carole-Anne Moyer,P.M.C.L. TOURS,475 Bay St, ,Midland,ON,L4R 1L1, ,7055260161,7055265184, , , , 
2352,150,1,AIRLINES,Mian Javaid Hakim,PAKISTAN INTERNATIONAL AIRLINES,131 Bloor St W,Suite 500,Toronto,ON,M5S 1R1, ,4169268747,4169260507, , , ,PGY
2358,100,1,AIRLINE CONSOLIDATORS,Vic Sharma,PAN EXPRESS TRAVEL,65 Wellesley St E,Suite 401,Toronto,ON,M4Y 1G7, ,4169646888,4169643773, , , ,PGY
2358,500,1,TOUR OPERATORS/WHOLESALES,Vic Sharma,PAN EXPRESS TRAVEL,65 Wellesley St E,Suite 401,Toronto,ON,M4Y 1G7, ,4169646888,4169643773, , , ,PGY
2361,150,1,AIRLINES,H. Pat Henry,PAPILLON AIRWAYS INC,1845 S Dobson Rd,Suite 209,Mesa,AZ,85202,USA,4807553777,4807553816,marketing@papillon.com,http://www.papillon.com, ,ACTA
2361,500,1,TOUR OPERATORS/WHOLESALES,H. Pat Henry,PAPILLON AIRWAYS INC,1845 S Dobson Rd,Suite 209,Mesa,AZ,85202,USA,4807553777,4807553816,marketing@papillon.com,http://www.papillon.com, ,ACTA
2379,400,1,MOTOR COACH TOUR OPERATORS,Lyn Phillips,PATHWAY TOURS INC.,829 Richmond St, ,London,ON,N6A 3H7, ,8002657900,5196798976, , , ,PGY
2379,500,1,TOUR OPERATORS/WHOLESALES,Lyn Phillips,PATHWAY TOURS INC.,829 Richmond St, ,London,ON,N6A 3H7, ,8002657900,5196798976, , , ,PGY
2386,300,1,CRUISE LINES,Janet Pavlik,PAVLIK TRAVEL GROUP,2221 Panorama Dr, ,N Vancouver,BC,V7G 1V4, ,6049297911,6049240634,pavlik@infomatch.com,http://www.infomatch.com/~pavlik, ,PGY
2386,301,1,CRUISE LINES, ,HOTEL NARROW BOATS/UK, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,302,1,CRUISE LINES, ,CROWN BLUE LINE FRANCE, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,303,1,CRUISE LINES, ,LOCABOAT - SELF-SKIPPERED PENICHETTES - EUROPE, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,304,1,CRUISE LINES, ,EUROPE RIVER CRUISES/CROISI EUROPE (ALSACE CROISIERES), , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,305,1,CRUISE LINES, ,CONTINENTAL WATERWAYS - HOTEL-BARGE CRUISES FRANCE, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,306,1,CRUISE LINES, ,BARGE CRUISES EUROPE, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,307,1,CRUISE LINES, ,CANAL & RIVER CRUISES EUROPE, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,500,1,TOUR OPERATORS/WHOLESALES,Janet Pavlik,PAVLIK TRAVEL GROUP,2221 Panorama Dr, ,N Vancouver,BC,V7G 1V4, ,6049297911,6049240634,pavlik@infomatch.com,http://www.infomatch.com/~pavlik, ,PGY
2386,600,1,YACHT & BOAT CHARTERS,Janet Pavlik,PAVLIK TRAVEL GROUP,2221 Panorama Dr, ,N Vancouver,BC,V7G 1V4, ,6049297911,6049240634,pavlik@infomatch.com,http://www.infomatch.com/~pavlik, ,PGY
2386,601,1,YACHT & BOAT CHARTERS, ,ANGLO WELSH SELF SKIPPERED BOATS(BRITAIN), , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,602,1,YACHT & BOAT CHARTERS, ,IRELAND - SELF SKIPPERED CANAL BOATS, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,603,1,YACHT & BOAT CHARTERS, ,HOLLAND - CANAL BOATING, , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2386,604,1,YACHT & BOAT CHARTERS, ,CROWN BLUE LINE (FRANCE), , , , , , ,,, ,http://www.infomatch.com/~pavlik,PAVLIK TRAVEL GROUP, 
2398,150,1,AIRLINES,Pascale Willard,PEM AIR LTD,R.R. #6,Pembroke & Area Municipa,Pembroke,ON,K8A 6W7, ,6136875579,6136876172, , , ,PGY
2420,100,1,AIRLINE CONSOLIDATORS,Patricia Fargeon,PLANET FRANCE/PLANET EURO,7351 Victoria Park Ave,Suite 202,Markham,ON,L3R 3A5, ,9054796121,9054795411,planet.pat@sympatico.ca, , ,PGY
2420,500,1,TOUR OPERATORS/WHOLESALES,Patricia Fargeon,PLANET FRANCE/PLANET EURO,7351 Victoria Park Ave,Suite 202,Markham,ON,L3R 3A5, ,9054796121,9054795411,planet.pat@sympatico.ca, , ,PGY
2420,501,1,TOUR OPERATORS/WHOLESALES,Patricia Fargeon,PLANET EUROPE GROUP,7351 Victoria Park Ave,Suite 202,Markham,ON,L3R 3A5, ,9054797069,9054795411,planet.pat@sympatico.ca, ,PLANET FRANCE/PLANET EURO,PGY
2423,250,1,CAR RENTALS,Merryl Chin,DISTINGUISHED TRAVEL SERVICES,1315 Lawrence Ave E,Unit 517,Toronto,ON,M3A 3R3, ,4164443822,4164447782,travel@distinguishedtravel.com,http.distinguishedtravel.com, ,PGY
2452,300,1,CRUISE LINES,Richard G. Baird,PRINCE OF FUNDY CRUISES/,M.S. SCOTIA PRINCE,PO Box 4216,Portland,ME,4101,USA,2077755611,2077737403, ,http://www.princeoffundy.com, ,PGY
2455,300,1,CRUISE LINES,Wendy Carlson,PRINCESS CRUISES,24305 Town Centre Dr, ,Santa Clarita,CA,91355,USA,6612844710,6612844775, , , ,ACTANEWP
2462,150,1,AIRLINES,Anneke Urquhart,PROVINCIAL AIRLINES LIMIT. N.S.D.,Halifax International Airport,647 Barnes Rd,Enfield,NS,B2T 1K3, ,9028733575,9028733751, , , ,PGY
2466,150,1,AIRLINES,William Duplak,QANTAS AIRWAYS,#1705 1111 W Georgia St, ,Vancouver,BC,V6E 4M3, ,6046841055,6046848617, , , ,ACTAPGY
2468,500,1,TOUR OPERATORS/WHOLESALES,Fiona Bowen,QANTAS VACATIONS,2 Bloor St W,Suite 1800,Toronto,ON,M4W 3E2, ,4169208007,4169208550, , , ,ACTA
2483,350,1,HOTEL REPS & CHAINS IN CANADA,Kelli Steele,RADISSON SUITE HTL TORONTO AIRPORT,640 Dixon Rd, ,Toronto,ON,M9W 1J1, ,4162427400,4162429888, , , ,PGY
2484,450,1,RAILROADS,Horst Steinfels,RAIL EUROPE INC,2087 Dundas St E,Suite 105,Mississauga,ON,L4X 1M2, ,9056024195,9056024198,niacono@raileurope.com, , ,ACTAPGY
2489,350,1,HOTEL REPS & CHAINS IN CANADA,Michele Couture,RAMADA FRANCHISE CANADA INC.,36 Toronto St,Suite 750,Toronto,ON,M5C 2C5, ,4163611010,4163619050, ,http://www.ramada.ca, , 
2496,500,1,TOUR OPERATORS/WHOLESALES,Douglas Hamer,RED SEAL TOURS INC.,703 Evans Ave,Suite 200,Toronto,ON,M9C 5E9, ,4166204955,4166204433, , , ,ACTAPGY
2499,350,1,HOTEL REPS & CHAINS IN CANADA,Carlita Davis,REGAL CONSTELLATION HOTEL,900 Dixon Rd, ,Toronto (Etobicoke),ON,M9W 1J7, ,4166751500,4166751737, , , ,ACTAPGY
2500,500,1,TOUR OPERATORS/WHOLESALES,Charles Roy,REGENT HOLIDAYS LTD,6205 Airport Rd,Bldg A Suite 200,Mississauga,ON,L4V 1E1, ,9056730777,9056731717, , , , 
2513,100,1,AIRLINE CONSOLIDATORS,Catherine Yeoh,RELIANCE DMC (CANADA) INC,317 Renfrew Dr,Suite 302,Markham,ON,L3R 9S8, ,9055138817,9055137819,reliance@idirect.com, , ,ACTAPGY
2513,500,1,TOUR OPERATORS/WHOLESALES,Catherine Yeoh,RELIANCE DMC (CANADA) INC,317 Renfrew Dr,Suite 302,Markham,ON,L3R 9S8, ,9055138817,9055137819,reliance@idirect.com, , ,ACTAPGY
2517,250,1,CAR RENTALS,Diane Perron,RENAULT EURODRIVE,1305 Boul Marie Victorin, ,St-Bruno,PQ,J3V 6B7, ,4504611149,4504610207, , , ,ACTAPGY
2519,250,1,CAR RENTALS,Tony Sansotta,RENT-A-WRECK,7710-5th St SE,Suite 204,Calgary,AB,T2H 2L9, ,4032596666,4032596776,info@rentawreck.ca,http://www.rentawreck.ca, ,PGY
2526,500,1,TOUR OPERATORS/WHOLESALES,Y. Deckers,REVATOURS,1450 City Councillors,bureau 520,Montreal,PQ,H3A 2E6, ,5148429016,5148429015,revatours@videotron.net, , ,ACTAPGY
2559,200,1,ATTRACTIONS,Aline Lamere,ROCKPORT BOAT LINE (1994) LTD,23 Front St, ,Rockport,ON,K0E 1V0, ,8005638687,6136592000,info@rockportcruises.com,http://www.rockportcruises.com, ,PGY
2565,350,1,HOTEL REPS & CHAINS IN CANADA,Kim Green,RODD HOTELS & RESORTS,Box 432, ,Charlottetown,PE,C1A 7K7, ,9028927448,9023683569,rodds@rodd-hotels.ca,http://www.rodd-hotels.ca, ,PGY
